cv_rank,track,tokenizer,vocab_size,sampling,budget,ngram,embedding,w2v,pooling,n_features,classifier,clf_params,weighting,cv_macro_f1,cv_balanced_accuracy,cv_roc_auc,cv_macro_f1_bal_threshold,cv_macro_f1_f1_threshold,cv_macro_f1_fold_std,threshold,threshold_rule,oof_threshold_bal_rule,oof_threshold_f1_rule,spec
84,tfidf,SW,,strided,20000,1-3,tfidf,,,135777,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.899305,0.896348,0.955546,0.891295,0.898152,0.049443,0.0,default,-0.35844428,-0.35844428,"LinearSVC(C=0.1,class_weight=None)|w=none"
85,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.898722,0.894382,0.948816,0.899334,0.895043,0.054604,0.0,default,-0.29859495,-0.29859495,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
86,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.898295,0.898584,0.935809,0.889606,0.889606,0.033304,0.0,default,-0.39652705,0.04202772,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
87,tfidf,SW,,head,20000,1-2,tfidf,,,14133,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.898131,0.892624,0.973425,0.937009,0.937009,0.044968,0.0,default,-0.35266591,-0.35266591,"LinearSVC(C=1.0,class_weight=None)|w=none"
88,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.897642,0.895687,0.951408,0.917175,0.89676,0.037916,0.0,default,-0.34936169,-0.26385365,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
89,tfidf,SW,,strided,50000,1-3,tfidf,,,175860,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.897501,0.893861,0.961977,0.904471,0.904471,0.045596,0.0,default,-0.33261645,-0.33261645,"LinearSVC(C=0.1,class_weight=None)|w=none"
90,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.897187,0.897064,0.936092,0.894977,0.895959,0.030819,0.5,default,0.4680437,0.4680437,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
91,tfidf,SW,,head,50000,1-3,tfidf,,,105872,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.89707,0.891517,0.973679,0.916309,0.918778,0.042207,0.0,default,-0.30895158,-0.30895158,"LinearSVC(C=1.0,class_weight=balanced)|w=none"
92,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.896695,0.898855,0.941981,0.864226,0.873982,0.036396,0.0,default,0.02833357,0.02833357,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
93,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.896352,0.896889,0.928744,0.876788,0.886546,0.029561,0.0,default,0.10090091,0.10090091,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
94,tfidf,SW,,strided,5000,1-2,tfidf,,,14427,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.896196,0.894442,0.950929,0.887828,0.890282,0.039322,0.5,default,0.29612893,0.29612893,"LogReg(C=1.0,class_weight=balanced)|w=none"
95,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.896104,0.897784,0.944466,0.875935,0.875935,0.034227,0.0,default,-0.04481701,0.2283152,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
96,tfidf,SW,,strided,5000,1-1,tfidf,,,654,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.895894,0.893304,0.954962,0.902098,0.909964,0.053037,0.0,default,-0.14855939,-0.14855939,"LinearSVC(C=0.1,class_weight=None)|w=none"
97,tfidf,SW,,strided,5000,1-2,tfidf,,,14427,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.895894,0.893304,0.953982,0.892783,0.892783,0.045839,0.0,default,-0.32961831,-0.32961831,"LinearSVC(C=0.1,class_weight=None)|w=none"
98,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.895861,0.896439,0.93429,0.89011,0.895159,0.029299,0.0,default,0.16142649,0.16142649,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
99,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.895392,0.894267,0.944853,0.895288,0.885981,0.029213,0.0,default,-0.19119032,-0.19119032,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
100,tokenizer,WPC,500,head,20000,1-2,tfidf,,,1596,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.894855,0.892198,0.959241,0.899375,0.899866,0.055892,0.0,default,-0.19620925,-0.19620925,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
101,tfidf,SW,,strided,5000,1-2,tfidf,,,14427,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.894851,0.890992,0.958268,0.889673,0.899367,0.05098,0.0,default,-0.32755519,-0.32755519,"LinearSVC(C=1.0,class_weight=balanced)|w=none"
102,tfidf,SW,,head,20000,1-3,tfidf,,,75074,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.894828,0.888995,0.973346,0.937987,0.937987,0.04717,0.0,default,-0.41865887,-0.41865887,"LinearSVC(C=1.0,class_weight=None)|w=none"
103,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.894747,0.89716,0.941274,0.871541,0.871541,0.035152,0.0,default,0.00397664,0.00397664,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
104,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.894088,0.895675,0.931302,0.894597,0.894597,0.036407,0.5,default,0.496806,0.496806,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
105,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.893988,0.891712,0.952611,0.887623,0.887623,0.034207,0.0,default,-0.55393908,-0.55393908,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
106,tokenizer,WPC,500,head,20000,1-2,tfidf,,,1596,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.893931,0.891505,0.95898,0.895449,0.894819,0.055809,0.5,default,0.3362531,0.3362531,"LogReg(C=1.0,class_weight=balanced)|w=none"
107,tfidf,SW,,strided,5000,1-2,tfidf,,,14427,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.893814,0.891092,0.95126,0.883904,0.890282,0.045001,0.5,default,0.26663223,0.26663223,"LogReg(C=1.0,class_weight=None)|w=none"
108,tfidf,SW,,strided,50000,1-3,tfidf,,,175860,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.893474,0.889954,0.957835,0.899558,0.899558,0.046383,0.5,default,0.26318101,0.26318101,"LogReg(C=1.0,class_weight=None)|w=none"
109,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.893454,0.892572,0.947355,0.896662,0.896662,0.030841,0.0,default,-0.41630474,-0.41630474,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
110,tokenizer,WPC,2000,head,20000,1-2,tfidf,,,1783,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.893382,0.890849,0.9593,0.900338,0.900338,0.057286,0.0,default,-0.18738715,-0.18738715,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
111,tokenizer,WPC,4000,head,20000,1-2,tfidf,,,1783,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.893382,0.890849,0.9593,0.900338,0.900338,0.057286,0.0,default,-0.18738715,-0.18738715,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
112,tokenizer,BPE,1000,head,20000,1-2,tfidf,,,1866,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.893382,0.890849,0.959322,0.900338,0.900338,0.057286,0.0,default,-0.18670356,-0.18670356,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
113,tokenizer,BPE,4000,head,20000,1-2,tfidf,,,1783,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.893382,0.890849,0.9593,0.900338,0.900338,0.057286,0.0,default,-0.18738715,-0.18738715,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
114,tfidf,SW,,strided,5000,1-2,tfidf,,,14427,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.89321,0.889126,0.95833,0.892239,0.901987,0.055972,0.0,default,-0.34587502,-0.34587502,"LinearSVC(C=1.0,class_weight=None)|w=none"
115,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.893107,0.894776,0.945871,0.866923,0.866923,0.032428,0.0,default,-0.54146116,-0.54146116,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
116,tfidf,SW,,strided,50000,1-2,tfidf,,,28986,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.893015,0.889607,0.957311,0.906471,0.906471,0.030508,0.5,default,0.2912364,0.30502011,"LogReg(C=1.0,class_weight=None)|w=none"
117,tokenizer,WP,,head,5000,1-1,tfidf,,,7972,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.892978,0.89071,0.950983,0.90763,0.907062,0.022395,0.5,default,0.41174728,0.43780002,"LogReg(C=1.0,class_weight=balanced)|w=none"
118,tfidf,SW,,head,20000,1-1,tfidf,,,594,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.892862,0.890296,0.959232,0.899847,0.899847,0.057008,0.0,default,-0.18054031,-0.18054031,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
119,tfidf,SW,,strided,20000,1-1,tfidf,,,794,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.892524,0.889158,0.955573,0.920925,0.920925,0.046947,0.5,default,0.39689409,0.39689409,"LogReg(C=1.0,class_weight=None)|w=none"
120,tokenizer,BPE,1000,head,20000,1-2,tfidf,,,1866,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.892401,0.88995,0.958555,0.896468,0.896468,0.056721,0.5,default,0.348717,0.348717,"LogReg(C=1.0,class_weight=balanced)|w=none"
121,tfidf,SW,,strided,5000,1-3,tfidf,,,76691,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.892297,0.890948,0.950495,0.889446,0.890916,0.039781,0.5,default,0.40061549,0.40061549,"LogReg(C=1.0,class_weight=balanced)|w=none"
122,tfidf,SW,,head,20000,1-1,tfidf,,,594,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.891881,0.889396,0.958275,0.894996,0.894996,0.057724,0.5,default,0.34561165,0.34561165,"LogReg(C=1.0,class_weight=balanced)|w=none"
123,tokenizer,WPC,2000,head,20000,1-2,tfidf,,,1783,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.891881,0.889396,0.958522,0.895487,0.895487,0.057724,0.5,default,0.34709127,0.34709127,"LogReg(C=1.0,class_weight=balanced)|w=none"
124,tokenizer,WPC,4000,head,20000,1-2,tfidf,,,1783,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.891881,0.889396,0.958522,0.895487,0.895487,0.057724,0.5,default,0.34709127,0.34709127,"LogReg(C=1.0,class_weight=balanced)|w=none"
125,tokenizer,BPE,4000,head,20000,1-2,tfidf,,,1783,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.891881,0.889396,0.958522,0.895487,0.895487,0.057724,0.5,default,0.34709127,0.34709127,"LogReg(C=1.0,class_weight=balanced)|w=none"
126,tokenizer,WPC,1000,head,20000,1-2,tfidf,,,1898,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.891851,0.889293,0.959522,0.899847,0.899847,0.056916,0.0,default,-0.1838417,-0.1838417,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
127,tfidf,SW,,strided,5000,1-1,tfidf,,,654,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.891669,0.888672,0.950909,0.889583,0.889583,0.050204,0.5,default,0.35308527,0.35308527,"LogReg(C=1.0,class_weight=None)|w=none"
128,tfidf,SW,,strided,5000,1-3,tfidf,,,76691,LogReg,"{""C"": ""10.0"", ""class_weight"": ""balanced""}",none,0.891445,0.887948,0.956603,0.901359,0.902322,0.055932,0.5,default,0.24135747,0.24135747,"LogReg(C=10.0,class_weight=balanced)|w=none"
129,tfidf,SW,,strided,5000,1-3,tfidf,,,76691,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.891211,0.889635,0.953123,0.894307,0.895779,0.042161,0.0,default,-0.13419755,-0.13419755,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
130,tfidf,SW,,head,20000,1-1,tfidf,,,594,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.891178,0.888223,0.960132,0.899847,0.898765,0.055256,0.0,default,-0.22529881,-0.22529881,"LinearSVC(C=0.1,class_weight=None)|w=none"
131,tfidf,SW,,head,50000,1-1,tfidf,,,735,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.891178,0.888223,0.94808,0.870733,0.872197,0.058137,0.5,default,0.46605554,0.46605554,"LogReg(C=1.0,class_weight=None)|w=none"
132,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.890979,0.89022,0.925278,0.895744,0.898643,0.030319,0.5,default,0.38104638,0.38104638,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
133,tfidf,SW,,head,50000,1-1,tfidf,,,735,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.89075,0.88798,0.951297,0.889147,0.871541,0.059371,0.0,default,-0.33108426,-0.33108426,"LinearSVC(C=0.1,class_weight=None)|w=none"
134,tokenizer,WPC,1000,head,20000,1-2,tfidf,,,1898,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.89038,0.887944,0.958701,0.896959,0.896959,0.057669,0.5,default,0.34928735,0.34928735,"LogReg(C=1.0,class_weight=balanced)|w=none"
135,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.890259,0.88753,0.947642,0.86826,0.86826,0.051186,0.5,default,0.19161021,0.19161021,"LogReg(C=1.0,class_weight=balanced)|w=none"
136,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.890119,0.889838,0.930232,0.902539,0.902539,0.038723,0.5,default,0.44163962,0.44163962,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
137,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.889973,0.886599,0.947906,0.882821,0.882821,0.046815,0.0,default,-0.67860827,-0.67860827,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
138,tfidf,SW,,head,50000,1-2,tfidf,,,19426,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.889861,0.884395,0.970266,0.937503,0.916573,0.033878,0.0,default,-0.34887105,-0.34887105,"LinearSVC(C=1.0,class_weight=balanced)|w=none"
139,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.88983,0.887288,0.942264,0.894852,0.894285,0.03014,0.0,default,-0.16829451,-0.16829451,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
140,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.889707,0.886874,0.949985,0.902714,0.902714,0.02509,0.0,default,-0.14515997,-0.14515997,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
141,tfidf,SW,,strided,50000,1-1,tfidf,,,859,LogReg,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.889638,0.891422,0.941152,0.880898,0.872973,0.039359,0.5,default,0.47166871,0.50864445,"LogReg(C=0.1,class_weight=None)|w=none"
142,tfidf,SW,,strided,5000,1-3,tfidf,,,76691,LogReg,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.889598,0.894179,0.937841,0.84631,0.859437,0.017818,0.5,default,0.51849739,0.51849739,"LogReg(C=0.1,class_weight=balanced)|w=none"
143,tfidf,SW,,head,50000,1-3,tfidf,,,105872,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.889531,0.883567,0.973871,0.919807,0.919807,0.044612,0.0,default,-0.32215917,-0.32215917,"LinearSVC(C=1.0,class_weight=None)|w=none"
144,tfidf,SW,,strided,5000,1-1,tfidf,,,654,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.889459,0.887252,0.950793,0.891054,0.891054,0.047084,0.5,default,0.38832462,0.38832462,"LogReg(C=1.0,class_weight=balanced)|w=none"
145,tfidf,SW,,strided,5000,1-2,tfidf,,,14427,LogReg,"{""C"": ""10.0"", ""class_weight"": ""balanced""}",none,0.889383,0.885839,0.957451,0.889868,0.896629,0.057531,0.5,default,0.24298896,0.24298896,"LogReg(C=10.0,class_weight=balanced)|w=none"
146,tokenizer,WP,,head,5000,1-1,tfidf,,,7972,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.889248,0.886528,0.951395,0.908568,0.895181,0.019801,0.0,default,-0.15224783,-0.15224783,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
147,tfidf,SW,,head,20000,1-1,tfidf,,,594,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.889122,0.886114,0.958671,0.896959,0.896959,0.054975,0.5,default,0.3237026,0.3237026,"LogReg(C=1.0,class_weight=None)|w=none"
148,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.889068,0.888628,0.941262,0.88725,0.879464,0.036527,0.5,default,0.45640936,0.45640936,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
149,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.888969,0.886802,0.949344,0.895173,0.895173,0.034002,0.5,default,0.20057425,0.20057425,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
150,tfidf,SW,,head,50000,1-1,tfidf,,,735,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.88888,0.886492,0.950206,0.870673,0.869644,0.056244,0.0,default,-0.30453798,-0.30453798,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
151,tfidf,SW,,strided,20000,1-3,tfidf,,,135777,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.888876,0.883495,0.963447,0.899336,0.899336,0.060947,0.0,default,-0.42692174,-0.42692174,"LinearSVC(C=1.0,class_weight=balanced)|w=none"
152,tfidf,SW,,strided,5000,1-3,tfidf,,,76691,LogReg,"{""C"": ""10.0"", ""class_weight"": ""None""}",none,0.888721,0.884872,0.957036,0.899905,0.900396,0.055175,0.5,default,0.19264497,0.21784698,"LogReg(C=10.0,class_weight=None)|w=none"
153,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean,300,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.888595,0.886766,0.9337,0.904232,0.90213,0.042897,0.5,default,0.27208528,0.27208528,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
154,tfidf,SW,,head,50000,1-2,tfidf,,,19426,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.888588,0.882771,0.970471,0.938535,0.917122,0.033959,0.0,default,-0.37157688,-0.37157688,"LinearSVC(C=1.0,class_weight=None)|w=none"
155,tfidf,SW,,head,50000,1-2,tfidf,,,19426,LogReg,"{""C"": ""10.0"", ""class_weight"": ""None""}",none,0.888344,0.882942,0.964718,0.908713,0.908713,0.047183,0.5,default,0.19217398,0.19217398,"LogReg(C=10.0,class_weight=None)|w=none"
156,tfidf,SW,,strided,5000,1-3,tfidf,,,76691,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.888268,0.885628,0.953921,0.89582,0.896311,0.048882,0.0,default,-0.18006566,-0.18006566,"LinearSVC(C=0.1,class_weight=None)|w=none"
157,tfidf,SW,,strided,20000,1-1,tfidf,,,794,LinearSVC,"{""C"": ""0.01"", ""class_weight"": ""None""}",none,0.88822,0.890383,0.94573,0.885295,0.885295,0.03991,0.0,default,-0.01434734,-0.01434734,"LinearSVC(C=0.01,class_weight=None)|w=none"
158,tfidf,SW,,strided,50000,1-3,tfidf,,,175860,LogReg,"{""C"": ""10.0"", ""class_weight"": ""None""}",none,0.88818,0.882528,0.965686,0.910423,0.910423,0.026988,0.5,default,0.1637917,0.1637917,"LogReg(C=10.0,class_weight=None)|w=none"
159,tfidf,SW,,strided,50000,1-3,tfidf,,,175860,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.888096,0.882322,0.970141,0.909697,0.914601,0.027142,0.0,default,-0.45456152,-0.34498017,"LinearSVC(C=1.0,class_weight=balanced)|w=none"
160,tfidf,SW,,strided,20000,1-1,tfidf,,,794,LogReg,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.888093,0.889659,0.945463,0.88384,0.88384,0.040952,0.5,default,0.475137,0.475137,"LogReg(C=0.1,class_weight=None)|w=none"
161,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.887989,0.891692,0.940216,0.877498,0.856061,0.018766,0.5,default,0.49613773,0.49613773,"LogReg(C=1.0,class_weight=balanced)|w=none"
162,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.887712,0.88983,0.939356,0.866822,0.866822,0.031893,0.0,default,-0.21951405,-0.21951405,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
163,tfidf,SW,,strided,5000,1-2,tfidf,,,14427,LogReg,"{""C"": ""10.0"", ""class_weight"": ""None""}",none,0.887669,0.883766,0.957191,0.888841,0.892543,0.053637,0.5,default,0.10431547,0.22279663,"LogReg(C=10.0,class_weight=None)|w=none"
164,tfidf,SW,,head,5000,1-3,tfidf,,,39786,LinearSVC,"{""C"": ""0.01"", ""class_weight"": ""None""}",none,0.887562,0.89176,0.933388,0.886063,0.886063,0.020284,0.0,default,0.00154486,0.00154486,"LinearSVC(C=0.01,class_weight=None)|w=none"
