cv_rank,track,tokenizer,vocab_size,sampling,budget,ngram,embedding,w2v,pooling,n_features,classifier,clf_params,weighting,cv_macro_f1,cv_balanced_accuracy,cv_roc_auc,cv_macro_f1_bal_threshold,cv_macro_f1_f1_threshold,cv_macro_f1_fold_std,threshold,threshold_rule,oof_threshold_bal_rule,oof_threshold_f1_rule,spec
207,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.881628,0.88147,0.928069,0.880455,0.88093,0.03743,0.5,default,0.24673422,0.29692845,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
208,tfidf,SW,,head,5000,1-2,tfidf,,,8407,LinearSVC,"{""C"": ""0.01"", ""class_weight"": ""balanced""}",none,0.881284,0.887053,0.934956,0.881749,0.881749,0.016535,0.0,default,0.02809412,0.02809412,"LinearSVC(C=0.01,class_weight=balanced)|w=none"
209,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.880958,0.880296,0.944646,0.855403,0.862051,0.050822,0.0,default,0.22594748,0.22594748,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
210,tfidf,SW,,strided,20000,1-1,tfidf,,,794,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.880702,0.877161,0.954041,0.906227,0.905201,0.044035,0.0,default,-0.52067863,-0.40185197,"LinearSVC(C=1.0,class_weight=balanced)|w=none"
211,tfidf,SW,,head,50000,1-1,tfidf,,,735,LogReg,"{""C"": ""10.0"", ""class_weight"": ""None""}",none,0.880361,0.87623,0.950919,0.88044,0.86636,0.049254,0.5,default,0.09486466,0.09486466,"LogReg(C=10.0,class_weight=None)|w=none"
212,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",tfidf_mean,300,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.880305,0.880742,0.927806,0.853602,0.863886,0.036944,0.5,default,0.61373222,0.61373222,"LogReg(C=1.0,class_weight=balanced)|w=none"
213,tfidf,SW,,head,20000,1-1,tfidf,,,594,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.880203,0.875816,0.95794,0.888564,0.888564,0.046437,0.0,default,-0.5625957,-0.5625957,"LinearSVC(C=1.0,class_weight=balanced)|w=none"
214,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.880135,0.880018,0.92288,0.852713,0.857567,0.037334,0.5,default,0.5742595,0.5742595,"LogReg(C=1.0,class_weight=balanced)|w=none"
215,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.880085,0.879811,0.91555,0.881233,0.881233,0.036103,0.5,default,0.42397625,0.42397625,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
216,tfidf,SW,,strided,50000,1-1,tfidf,,,859,LogReg,"{""C"": ""10.0"", ""class_weight"": ""balanced""}",none,0.880026,0.876194,0.956472,0.914182,0.918122,0.039825,0.5,default,0.22605775,0.22605775,"LogReg(C=10.0,class_weight=balanced)|w=none"
217,tfidf,SW,,head,5000,1-3,tfidf,,,39786,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.879832,0.876572,0.951451,0.904915,0.899198,0.023631,0.0,default,-0.21151227,-0.21151227,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
218,tokenizer,WPC,500,head,5000,1-2,tfidf,,,1319,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.879427,0.877431,0.938646,0.864545,0.877312,0.042468,0.5,default,0.50107135,0.50107135,"LogReg(C=1.0,class_weight=balanced)|w=none"
219,tfidf,SW,,strided,50000,1-2,tfidf,,,28986,LogReg,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.87928,0.879636,0.941877,0.875948,0.865384,0.044642,0.5,default,0.42430298,0.42430298,"LogReg(C=0.1,class_weight=None)|w=none"
220,tfidf,SW,,head,20000,1-1,tfidf,,,594,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.878978,0.874296,0.958473,0.887956,0.887956,0.04768,0.0,default,-0.58959356,-0.58959356,"LinearSVC(C=1.0,class_weight=None)|w=none"
221,tfidf,SW,,head,50000,1-3,tfidf,,,105872,LinearSVC,"{""C"": ""0.01"", ""class_weight"": ""None""}",none,0.878952,0.87991,0.945724,0.87893,0.86762,0.05319,0.0,default,-0.02085655,0.06920313,"LinearSVC(C=0.01,class_weight=None)|w=none"
222,tfidf,SW,,strided,20000,1-2,tfidf,,,23004,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.878936,0.874192,0.961867,0.908472,0.908472,0.026185,0.0,default,-0.47844818,-0.47844818,"LinearSVC(C=1.0,class_weight=balanced)|w=none"
223,tfidf,SW,,strided,20000,1-3,tfidf,,,135777,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.878718,0.872987,0.96369,0.900299,0.900299,0.07016,0.0,default,-0.45155397,-0.45155397,"LinearSVC(C=1.0,class_weight=None)|w=none"
224,tfidf,SW,,head,20000,1-2,tfidf,,,14133,LinearSVC,"{""C"": ""0.01"", ""class_weight"": ""balanced""}",none,0.878285,0.883838,0.952624,0.865889,0.875613,0.016649,0.0,default,0.20058631,0.20058631,"LinearSVC(C=0.01,class_weight=balanced)|w=none"
225,tfidf,SW,,head,20000,1-2,tfidf,,,14133,LogReg,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.878266,0.883631,0.952551,0.876101,0.876101,0.017629,0.5,default,0.60260395,0.60260395,"LogReg(C=0.1,class_weight=balanced)|w=none"
226,tfidf,SW,,strided,5000,1-3,tfidf,,,76691,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.878164,0.87381,0.962177,0.925181,0.906402,0.059456,0.0,default,-0.34668788,-0.34668788,"LinearSVC(C=1.0,class_weight=balanced)|w=none"
227,tfidf,SW,,strided,50000,1-2,tfidf,,,28986,LogReg,"{""C"": ""10.0"", ""class_weight"": ""None""}",none,0.878056,0.872811,0.964532,0.930093,0.930093,0.027089,0.5,default,0.20381835,0.20381835,"LogReg(C=10.0,class_weight=None)|w=none"
228,tfidf,SW,,strided,20000,1-1,tfidf,,,794,LogReg,"{""C"": ""10.0"", ""class_weight"": ""balanced""}",none,0.877954,0.874085,0.954193,0.907238,0.907238,0.043437,0.5,default,0.18723885,0.19531977,"LogReg(C=10.0,class_weight=balanced)|w=none"
229,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.877908,0.880837,0.937103,0.88057,0.877875,0.026567,0.5,default,0.43064042,0.43064042,"LogReg(C=1.0,class_weight=balanced)|w=none"
230,tfidf,SW,,head,5000,1-3,tfidf,,,39786,LogReg,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.877784,0.883285,0.933382,0.887574,0.887574,0.015902,0.5,default,0.52631012,0.52631012,"LogReg(C=0.1,class_weight=balanced)|w=none"
231,tfidf,SW,,head,5000,1-2,tfidf,,,8407,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.877426,0.873532,0.952004,0.905587,0.904539,0.028107,0.5,default,0.37234654,0.38826513,"LogReg(C=1.0,class_weight=None)|w=none"
232,tokenizer,WPC,500,head,5000,1-2,tfidf,,,1319,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.877377,0.875322,0.937574,0.856753,0.87435,0.039163,0.0,default,-0.02514753,-0.02514753,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
233,tfidf,SW,,head,5000,1-3,tfidf,,,39786,LinearSVC,"{""C"": ""0.01"", ""class_weight"": ""balanced""}",none,0.877292,0.882835,0.932316,0.877147,0.877147,0.01655,0.0,default,0.06314609,0.06314609,"LinearSVC(C=0.01,class_weight=balanced)|w=none"
234,tfidf,SW,,head,20000,1-1,tfidf,,,594,LogReg,"{""C"": ""10.0"", ""class_weight"": ""balanced""}",none,0.877186,0.872911,0.957609,0.886359,0.886359,0.048796,0.5,default,0.14270104,0.14270104,"LogReg(C=10.0,class_weight=balanced)|w=none"
235,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.877145,0.872808,0.951588,0.853321,0.853321,0.089784,0.5,default,0.20166648,0.46933654,"LogReg(C=1.0,class_weight=balanced)|w=none"
236,tfidf,SW,,strided,5000,1-3,tfidf,,,76691,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.877103,0.872704,0.962455,0.906802,0.906802,0.061059,0.0,default,-0.36839623,-0.36839623,"LinearSVC(C=1.0,class_weight=None)|w=none"
237,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.877076,0.874391,0.94376,0.908236,0.918575,0.019803,0.5,default,0.32201463,0.32201463,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
238,tfidf,SW,,strided,20000,1-3,tfidf,,,135777,LogReg,"{""C"": ""10.0"", ""class_weight"": ""balanced""}",none,0.87685,0.872083,0.957503,0.920343,0.920343,0.062043,0.5,default,0.18993147,0.18993147,"LogReg(C=10.0,class_weight=balanced)|w=none"
239,tfidf,SW,,head,20000,1-1,tfidf,,,594,LogReg,"{""C"": ""10.0"", ""class_weight"": ""None""}",none,0.87636,0.871634,0.957568,0.890212,0.890212,0.052227,0.5,default,0.1438631,0.1438631,"LogReg(C=10.0,class_weight=None)|w=none"
240,tokenizer,WPC,1000,head,5000,1-2,tfidf,,,1390,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.876335,0.874216,0.938779,0.870794,0.872745,0.040699,0.5,default,0.44452804,0.44452804,"LogReg(C=1.0,class_weight=balanced)|w=none"
241,tokenizer,WPC,2000,head,5000,1-2,tfidf,,,1306,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.876335,0.874216,0.938916,0.874357,0.874357,0.040699,0.5,default,0.45295099,0.45295099,"LogReg(C=1.0,class_weight=balanced)|w=none"
242,tokenizer,WPC,4000,head,5000,1-2,tfidf,,,1306,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.876335,0.874216,0.938916,0.874357,0.874357,0.040699,0.5,default,0.45295099,0.45295099,"LogReg(C=1.0,class_weight=balanced)|w=none"
243,tokenizer,BPE,1000,head,5000,1-2,tfidf,,,1356,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.876335,0.874216,0.938862,0.873897,0.873897,0.040699,0.5,default,0.45343683,0.45343683,"LogReg(C=1.0,class_weight=balanced)|w=none"
244,tokenizer,BPE,4000,head,5000,1-2,tfidf,,,1306,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.876335,0.874216,0.938916,0.874357,0.874357,0.040699,0.5,default,0.45295099,0.45295099,"LogReg(C=1.0,class_weight=balanced)|w=none"
245,tfidf,SW,,strided,5000,1-1,tfidf,,,654,LinearSVC,"{""C"": ""0.01"", ""class_weight"": ""balanced""}",none,0.876085,0.87997,0.941081,0.870197,0.870197,0.042462,0.0,default,-0.07150501,-0.0231883,"LinearSVC(C=0.01,class_weight=balanced)|w=none"
246,tfidf,SW,,strided,20000,1-1,tfidf,,,794,LogReg,"{""C"": ""10.0"", ""class_weight"": ""None""}",none,0.875677,0.871459,0.953918,0.90878,0.90878,0.04279,0.5,default,0.16123795,0.16123795,"LogReg(C=10.0,class_weight=None)|w=none"
247,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.875661,0.875661,0.931953,0.864377,0.864377,0.039952,0.5,default,0.61475864,0.61475864,"LogReg(C=1.0,class_weight=balanced)|w=none"
248,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.875593,0.877073,0.929661,0.851272,0.850691,0.035307,0.5,default,0.44437882,0.62067413,"LogReg(C=1.0,class_weight=balanced)|w=none"
249,tfidf,SW,,strided,20000,1-2,tfidf,,,23004,LogReg,"{""C"": ""10.0"", ""class_weight"": ""balanced""}",none,0.875552,0.871148,0.959623,0.909964,0.909964,0.03622,0.5,default,0.15711774,0.15711774,"LogReg(C=10.0,class_weight=balanced)|w=none"
250,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean,300,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.875424,0.873524,0.932179,0.871081,0.871081,0.077738,0.5,default,0.24190667,0.34582078,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
251,tfidf,SW,,head,5000,1-1,tfidf,,,435,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.875361,0.872318,0.938734,0.869562,0.870538,0.038741,0.5,default,0.39853082,0.39853082,"LogReg(C=1.0,class_weight=None)|w=none"
252,tfidf,SW,,strided,5000,1-1,tfidf,,,654,LogReg,"{""C"": ""10.0"", ""class_weight"": ""None""}",none,0.87527,0.871216,0.947068,0.878528,0.878528,0.053445,0.5,default,0.11769563,0.13689403,"LogReg(C=10.0,class_weight=None)|w=none"
253,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.875198,0.875314,0.936222,0.857884,0.857884,0.053679,0.0,default,-0.21723894,-0.21723894,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
254,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.875096,0.869425,0.921858,0.879032,0.885818,0.0533,0.0,default,-0.29544005,-0.29544005,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
255,tfidf,SW,,strided,20000,1-2,tfidf,,,23004,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.874936,0.8697,0.961942,0.909948,0.909948,0.034342,0.0,default,-0.50469457,-0.50469457,"LinearSVC(C=1.0,class_weight=None)|w=none"
256,tokenizer,WPC,1000,head,5000,1-2,tfidf,,,1390,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.874936,0.873074,0.938129,0.865003,0.865003,0.038089,0.0,default,-0.13387666,0.01607094,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
257,tfidf,SW,,strided,5000,1-1,tfidf,,,654,LogReg,"{""C"": ""10.0"", ""class_weight"": ""balanced""}",none,0.874903,0.871077,0.94699,0.880668,0.880668,0.051854,0.5,default,0.12625433,0.14394151,"LogReg(C=10.0,class_weight=balanced)|w=none"
258,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.874903,0.871077,0.942457,0.913058,0.913058,0.04827,0.0,default,-0.35400019,-0.35400019,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
259,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.874734,0.874968,0.90953,0.877801,0.873588,0.047613,0.5,default,0.58772378,0.58772378,"LogReg(C=1.0,class_weight=balanced)|w=none"
260,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",mean_max,200,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.874529,0.871833,0.918998,0.86762,0.86762,0.031461,0.0,default,-0.22270749,-0.22270749,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
261,tokenizer,BPE,1000,head,5000,1-2,tfidf,,,1356,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.874448,0.872624,0.938121,0.864029,0.864029,0.037337,0.0,default,-0.13756109,0.01579728,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
262,tfidf,SW,,head,5000,1-1,tfidf,,,435,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.874316,0.872211,0.938865,0.871916,0.873869,0.040843,0.5,default,0.45228263,0.45228263,"LogReg(C=1.0,class_weight=balanced)|w=none"
263,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.874209,0.873002,0.928601,0.89256,0.883429,0.040605,0.5,default,0.20256847,0.20256847,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
264,tfidf,SW,,strided,20000,1-2,tfidf,,,23004,LogReg,"{""C"": ""10.0"", ""class_weight"": ""None""}",none,0.874049,0.869007,0.960358,0.906521,0.906521,0.039409,0.5,default,0.12252125,0.12252125,"LogReg(C=10.0,class_weight=None)|w=none"
265,tfidf,SW,,strided,5000,1-1,tfidf,,,654,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.874005,0.870384,0.947453,0.876462,0.876462,0.05149,0.0,default,-0.45920617,-0.45920617,"LinearSVC(C=1.0,class_weight=balanced)|w=none"
266,tokenizer,WPC,2000,head,5000,1-2,tfidf,,,1306,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.873927,0.872071,0.938112,0.864516,0.864516,0.036581,0.0,default,-0.13791688,0.01663287,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
267,tokenizer,WPC,4000,head,5000,1-2,tfidf,,,1306,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.873927,0.872071,0.938112,0.864516,0.864516,0.036581,0.0,default,-0.13791688,0.01663287,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
268,tokenizer,BPE,4000,head,5000,1-2,tfidf,,,1306,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.873927,0.872071,0.938112,0.864516,0.864516,0.036581,0.0,default,-0.13791688,0.01663287,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
269,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.873658,0.871244,0.902533,0.873623,0.868268,0.03225,0.5,default,0.46713605,0.46713605,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
270,tfidf,SW,,strided,20000,1-3,tfidf,,,135777,LogReg,"{""C"": ""10.0"", ""class_weight"": ""None""}",none,0.873559,0.868558,0.959209,0.902207,0.902207,0.061156,0.5,default,0.1545322,0.1545322,"LogReg(C=10.0,class_weight=None)|w=none"
271,tfidf,SW,,head,5000,1-1,tfidf,,,435,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.873439,0.871622,0.938302,0.862109,0.864457,0.036356,0.0,default,-0.13891535,0.01913473,"LinearSVC(C=0.1,class_weight=balanced)|w=none"
272,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.873367,0.874033,0.921746,0.856919,0.856919,0.037613,0.0,default,-0.50305018,-0.24251616,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
273,tfidf,SW,,strided,5000,1-2,tfidf,,,14427,LogReg,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.873033,0.872688,0.940491,0.866832,0.865922,0.034439,0.5,default,0.43902882,0.43902882,"LogReg(C=0.1,class_weight=None)|w=none"
274,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean_max,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.872903,0.873687,0.92659,0.863537,0.862842,0.037751,0.0,default,-0.28569574,-0.28569574,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
275,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.872745,0.871654,0.930248,0.869102,0.868586,0.076519,0.5,default,0.36450549,0.36450549,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
276,tfidf,SW,,strided,50000,1-1,tfidf,,,859,LinearSVC,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.872662,0.868554,0.9566,0.909883,0.905215,0.029688,0.0,default,-0.50723132,-0.50723132,"LinearSVC(C=1.0,class_weight=None)|w=none"
277,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.872574,0.873961,0.929171,0.877498,0.877498,0.029608,0.0,default,-0.18985771,-0.18985771,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
278,tfidf,SW,,strided,5000,1-1,tfidf,,,654,LogReg,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.872549,0.876098,0.940811,0.869693,0.869693,0.042692,0.5,default,0.47956441,0.47956441,"LogReg(C=0.1,class_weight=balanced)|w=none"
279,tfidf,SW,,head,5000,1-1,tfidf,,,435,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.872359,0.869413,0.938414,0.863513,0.863513,0.040604,0.0,default,-0.18527435,-0.18527435,"LinearSVC(C=0.1,class_weight=None)|w=none"
280,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,MLP,"{""alpha"": ""0.001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(256, 128)"", ""learning_rate_init"": ""0.001""}",none,0.872092,0.868689,0.926448,0.866867,0.87059,0.064664,0.5,default,0.4004428,0.4004428,"MLP(alpha=0.001,early_stopping=True,hidden_layer_sizes=(256, 128),learning_rate_init=0.001)|w=none"
281,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.871834,0.86886,0.94442,0.882907,0.880629,0.056238,0.0,default,-0.75837946,-0.20259014,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
282,tfidf,SW,,strided,20000,1-2,tfidf,,,23004,LogReg,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.871728,0.87196,0.943572,0.869428,0.869388,0.043748,0.5,default,0.41758827,0.53241458,"LogReg(C=0.1,class_weight=None)|w=none"
283,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.871341,0.866827,0.944515,0.862199,0.863659,0.085725,0.0,default,-0.423346,-0.423346,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
284,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.87107,0.866895,0.933498,0.861999,0.861999,0.061075,0.0,default,-0.49787973,-0.49787973,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
285,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.871063,0.872406,0.93167,0.851858,0.858419,0.033144,0.5,default,0.41667848,0.59651641,"LogReg(C=1.0,class_weight=balanced)|w=none"
286,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.871023,0.866103,0.944813,0.90059,0.901002,0.061645,0.0,default,-0.24829643,-0.05432187,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
287,tfidf,SW,,strided,50000,1-1,tfidf,,,859,LogReg,"{""C"": ""10.0"", ""class_weight"": ""None""}",none,0.870763,0.86617,0.95655,0.913689,0.918122,0.029411,0.5,default,0.20640304,0.20640304,"LogReg(C=10.0,class_weight=None)|w=none"
288,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.870667,0.867444,0.943556,0.871107,0.869484,0.057798,0.5,default,0.19227827,0.19227827,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
289,tfidf,SW,,head,50000,1-2,tfidf,,,19426,LinearSVC,"{""C"": ""0.01"", ""class_weight"": ""None""}",none,0.870214,0.872127,0.942827,0.865639,0.865639,0.050505,0.0,default,0.09087429,0.09087429,"LinearSVC(C=0.01,class_weight=None)|w=none"
290,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.870174,0.867889,0.933648,0.877143,0.883485,0.040175,0.0,default,-0.4381592,-0.4381592,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
291,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.870173,0.87192,0.922002,0.854437,0.861068,0.023145,0.0,default,-0.5021824,-0.03423456,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
