cv_rank,track,tokenizer,vocab_size,sampling,budget,ngram,embedding,w2v,pooling,n_features,classifier,clf_params,weighting,cv_macro_f1,cv_balanced_accuracy,cv_roc_auc,cv_macro_f1_bal_threshold,cv_macro_f1_f1_threshold,cv_macro_f1_fold_std,threshold,threshold_rule,oof_threshold_bal_rule,oof_threshold_f1_rule,spec
621,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.818696,0.813361,0.877623,0.812847,0.817958,0.060686,0.5,default,0.40993953,0.40993953,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
622,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean_max,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.817809,0.811997,0.962118,0.908676,0.910055,0.083405,0.5,default,0.21918933,0.21918933,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
623,w2v,SW,,strided,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.817359,0.811869,0.920643,0.879204,0.879204,0.046726,0.5,default,0.16705729,0.16705729,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
624,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.816841,0.811171,0.947717,0.892326,0.894285,0.075171,0.0,default,-0.80494427,-0.80494427,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
625,w2v,SW,,head,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.816696,0.811461,0.877273,0.828778,0.828778,0.074213,0.5,default,0.41623249,0.41623249,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
626,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.816268,0.810618,0.946712,0.890625,0.894984,0.074722,0.0,default,-0.80816871,-0.80816871,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
627,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.81608,0.81041,0.936954,0.903959,0.898728,0.070496,0.0,default,-0.7641886,-0.7641886,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
628,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.815789,0.810169,0.911772,0.870481,0.870481,0.067495,0.0,default,-0.71713071,-0.71713071,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
629,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.815591,0.810885,0.873225,0.814225,0.814225,0.060745,0.5,default,0.45733001,0.45733001,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
630,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=5,epochs=5,min_count=1",tfidf_mean,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.813894,0.810808,0.863705,0.764739,0.764739,0.040248,0.5,default,0.5262293,0.5262293,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
631,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.813669,0.808021,0.963737,0.884136,0.884396,0.067696,0.5,default,0.12929964,0.21076788,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
632,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.813441,0.808175,0.871647,0.835816,0.807722,0.074215,0.5,default,0.35848171,0.35848171,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
633,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.813441,0.808175,0.874763,0.799666,0.807975,0.031627,0.5,default,0.4683583,0.4683583,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
634,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""600""}",none,0.813189,0.807572,0.971808,0.904224,0.887701,0.074651,0.5,default,0.18775391,0.21,"RF(class_weight=balanced,max_depth=None,min_samples_leaf=1,n_estimators=600)|w=none"
635,tfidf,SW,,head,5000,1-1,tfidf,,,367,LinearSVC,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.812694,0.807413,0.915703,0.841907,0.846257,0.059816,0.0,default,-0.34852734,-0.34852734,"LinearSVC(C=0.1,class_weight=None)|w=none"
636,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean,300,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.812626,0.807091,0.926772,0.887269,0.883643,0.079212,0.0,default,-0.84315744,-0.84315744,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
637,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",mean,200,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.81253,0.808899,0.873923,0.809532,0.809532,0.03267,0.5,default,0.46622119,0.46622119,"LogReg(C=1.0,class_weight=balanced)|w=none"
638,tfidf,SW,,head,5000,1-1,tfidf,,,367,LogReg,"{""C"": ""1.0"", ""class_weight"": ""None""}",none,0.812484,0.807277,0.917604,0.86374,0.86374,0.06121,0.5,default,0.29363986,0.29363986,"LogReg(C=1.0,class_weight=None)|w=none"
639,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.812205,0.806602,0.975843,0.932102,0.93357,0.037957,0.5,default,0.22651425,0.28860814,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
640,tfidf,SW,,head,50000,1-1,tfidf,,,532,LogReg,"{""C"": ""0.1"", ""class_weight"": ""balanced""}",none,0.812015,0.807254,0.945119,0.880915,0.880892,0.031817,0.5,default,0.4489785,0.4489785,"LogReg(C=0.1,class_weight=balanced)|w=none"
641,tfidf,SW,,strided,50000,1-1,tfidf,,,553,LinearSVC,"{""C"": ""0.01"", ""class_weight"": ""None""}",none,0.811943,0.806651,0.940085,0.852807,0.855236,0.061043,0.0,default,-0.20771116,-0.20771116,"LinearSVC(C=0.01,class_weight=None)|w=none"
642,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""scale""}",class_arch,0.811766,0.806298,0.887719,0.864654,0.864654,0.061807,0.0,default,-0.74860019,-0.74860019,"SVM-RBF(C=10.0,class_weight=None,gamma=scale)|w=class_arch"
643,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",mean_max,200,RF,"{""class_weight"": ""None"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""1000""}",none,0.811726,0.806153,0.966429,0.909116,0.910592,0.070925,0.5,default,0.253,0.253,"RF(class_weight=None,max_depth=None,min_samples_leaf=1,n_estimators=1000)|w=none"
644,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,RF,"{""class_weight"": ""None"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""1000""}",none,0.811472,0.805985,0.960069,0.876894,0.890369,0.070891,0.5,default,0.208,0.208,"RF(class_weight=None,max_depth=None,min_samples_leaf=1,n_estimators=1000)|w=none"
645,tfidf,SW,,strided,50000,1-1,tfidf,,,553,LogReg,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.811079,0.805858,0.941804,0.857543,0.858514,0.059662,0.5,default,0.39708895,0.39708895,"LogReg(C=0.1,class_weight=None)|w=none"
646,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.810619,0.807104,0.893305,0.838369,0.838369,0.026595,0.0,default,-0.29307659,-0.29307659,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
647,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=5,epochs=5,min_count=1",tfidf_mean,100,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""600""}",none,0.810594,0.805119,0.957675,0.891556,0.891556,0.07583,0.5,default,0.18166667,0.18166667,"RF(class_weight=balanced,max_depth=None,min_samples_leaf=1,n_estimators=600)|w=none"
648,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",mean_max,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.810186,0.804702,0.959146,0.910971,0.910971,0.075757,0.5,default,0.21433839,0.21433839,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
649,w2v,SW,,head,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.810183,0.80574,0.858319,0.776391,0.78015,0.117518,0.5,default,0.42854952,0.42854952,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
650,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean_max,100,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.810136,0.804743,0.868663,0.830479,0.834947,0.036259,0.0,default,-0.65224573,-0.42015785,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
651,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.809501,0.804045,0.962939,0.909596,0.909596,0.075339,0.5,default,0.20010897,0.20010897,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
652,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",tfidf_mean,200,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.809229,0.803804,0.958416,0.897958,0.88666,0.080172,0.5,default,0.16442299,0.16442299,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
653,tfidf,SW,,strided,20000,1-1,tfidf,,,515,LogReg,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.808996,0.803782,0.944484,0.852598,0.85577,0.06052,0.5,default,0.40781388,0.40781388,"LogReg(C=0.1,class_weight=None)|w=none"
654,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.808956,0.804883,0.909955,0.836335,0.836335,0.040064,0.0,default,-0.40484732,-0.40484732,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
655,w2v,SW,,strided,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""0.1""}",none,0.808781,0.803428,0.922015,0.90325,0.899604,0.10056,0.0,default,-0.56990535,-0.56990535,"SVM-RBF(C=10.0,class_weight=None,gamma=0.1)|w=none"
656,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",class_arch,0.808576,0.803582,0.859583,0.791258,0.792945,0.053346,0.5,default,0.47829573,0.47829573,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=class_arch"
657,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",mean_max,300,MLP,"{""alpha"": ""0.0001"", ""early_stopping"": ""True"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.808518,0.80408,0.892751,0.798856,0.804583,0.035668,0.5,default,0.33871502,0.33871502,"MLP(alpha=0.0001,early_stopping=True,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
658,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=5,epochs=5,min_count=1",tfidf_mean,100,RF,"{""class_weight"": ""None"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""1000""}",none,0.808169,0.802802,0.956907,0.867146,0.871747,0.076823,0.5,default,0.18628906,0.18628906,"RF(class_weight=None,max_depth=None,min_samples_leaf=1,n_estimators=1000)|w=none"
659,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.808169,0.802802,0.951679,0.869955,0.869955,0.076801,0.5,default,0.14468472,0.14468472,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
660,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=5,epochs=5,min_count=1",tfidf_mean,100,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.808167,0.804756,0.894725,0.838885,0.838885,0.023729,0.0,default,-0.29029403,-0.29029403,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
661,tfidf,SW,,strided,20000,1-1,tfidf,,,515,LinearSVC,"{""C"": ""0.01"", ""class_weight"": ""None""}",none,0.80804,0.802811,0.943309,0.853261,0.853261,0.06034,0.0,default,-0.1991944,-0.1991944,"LinearSVC(C=0.01,class_weight=None)|w=none"
662,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,RF,"{""class_weight"": ""None"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""1000""}",none,0.807751,0.802385,0.96562,0.91456,0.91456,0.076747,0.5,default,0.19565234,0.19565234,"RF(class_weight=None,max_depth=None,min_samples_leaf=1,n_estimators=1000)|w=none"
663,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=10,epochs=20,min_count=1",tfidf_mean,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.807483,0.802145,0.954702,0.895262,0.895262,0.090433,0.5,default,0.17656574,0.17656574,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
664,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",mean,200,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.807213,0.801905,0.955027,0.879118,0.874732,0.072953,0.5,default,0.25463705,0.25463705,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
665,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.806998,0.803826,0.890233,0.820984,0.820984,0.023783,0.0,default,-0.103651,-0.103651,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
666,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",tfidf_mean,100,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.806677,0.802566,0.912306,0.844668,0.84405,0.040579,0.0,default,-0.33769157,-0.33769157,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
667,tfidf,SW,,head,50000,1-1,tfidf,,,532,LinearSVC,"{""C"": ""0.01"", ""class_weight"": ""balanced""}",none,0.806633,0.801859,0.943134,0.881797,0.857899,0.03633,0.0,default,-0.0797499,-0.06230985,"LinearSVC(C=0.01,class_weight=balanced)|w=none"
668,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",tfidf_mean,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.806601,0.802462,0.911348,0.842079,0.842079,0.04125,0.0,default,-0.34622402,-0.34622402,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
669,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",mean_max,200,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""600""}",none,0.80652,0.801207,0.964916,0.917876,0.917876,0.072902,0.5,default,0.225,0.225,"RF(class_weight=balanced,max_depth=None,min_samples_leaf=1,n_estimators=600)|w=none"
670,tfidf,SW,,strided,5000,1-1,tfidf,,,434,LinearSVC,"{""C"": ""0.01"", ""class_weight"": ""None""}",none,0.805884,0.800663,0.934421,0.83952,0.859536,0.050442,0.0,default,-0.14857727,-0.14857727,"LinearSVC(C=0.01,class_weight=None)|w=none"
671,tfidf,SW,,strided,5000,1-1,tfidf,,,434,LogReg,"{""C"": ""0.1"", ""class_weight"": ""None""}",none,0.805714,0.800526,0.935199,0.843633,0.863242,0.05083,0.5,default,0.42260375,0.42260375,"LogReg(C=0.1,class_weight=None)|w=none"
672,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",mean,300,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.805438,0.802271,0.88925,0.823193,0.827445,0.024618,0.0,default,-0.08578445,-0.08578445,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
673,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",tfidf_mean,200,RF,"{""class_weight"": ""None"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""1000""}",none,0.805149,0.799933,0.96196,0.898348,0.889068,0.086228,0.5,default,0.14825781,0.14825781,"RF(class_weight=None,max_depth=None,min_samples_leaf=1,n_estimators=1000)|w=none"
674,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",mean_max,200,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.804895,0.799878,0.881925,0.845345,0.845345,0.09145,0.0,default,-0.55917328,-0.55917328,"SVM-RBF(C=10.0,class_weight=balanced,gamma=scale)|w=none"
675,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.804722,0.799556,0.870476,0.813432,0.813432,0.063571,0.0,default,-0.53501482,-0.53501482,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
676,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",mean_max,300,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.804556,0.79942,0.871701,0.833644,0.833644,0.042367,0.0,default,-0.77588199,-0.77588199,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
677,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",mean_max,200,SVM-RBF,"{""C"": ""10.0"", ""class_weight"": ""None"", ""gamma"": ""scale""}",class_arch,0.804385,0.799284,0.890049,0.837425,0.839841,0.095336,0.0,default,-0.70254734,-0.70254734,"SVM-RBF(C=10.0,class_weight=None,gamma=scale)|w=class_arch"
678,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=5,epochs=5,min_count=1",tfidf_mean,100,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.804217,0.800675,0.881706,0.797491,0.806156,0.035882,0.5,default,0.61057488,0.61057488,"LogReg(C=1.0,class_weight=balanced)|w=none"
679,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",tfidf_mean,200,SVM-RBF,"{""C"": ""1.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.804045,0.800186,0.90716,0.834817,0.835785,0.038785,0.0,default,-0.28765173,-0.28765173,"SVM-RBF(C=1.0,class_weight=balanced,gamma=scale)|w=none"
680,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""600""}",none,0.803717,0.798586,0.949669,0.860495,0.862442,0.081973,0.5,default,0.15333333,0.15333333,"RF(class_weight=balanced,max_depth=None,min_samples_leaf=1,n_estimators=600)|w=none"
681,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=5,epochs=5,min_count=1",mean_max,100,MLP,"{""alpha"": ""0.01"", ""early_stopping"": ""False"", ""hidden_layer_sizes"": ""(500,)"", ""learning_rate_init"": ""0.001""}",none,0.803652,0.798668,0.914299,0.8558,0.8558,0.117275,0.5,default,0.05677249,0.05677249,"MLP(alpha=0.01,early_stopping=False,hidden_layer_sizes=(500,),learning_rate_init=0.001)|w=none"
682,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""600""}",none,0.803543,0.798409,0.963643,0.913545,0.908333,0.079273,0.5,default,0.20803385,0.20803385,"RF(class_weight=balanced,max_depth=None,min_samples_leaf=1,n_estimators=600)|w=none"
683,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""20"", ""min_samples_leaf"": ""2"", ""n_estimators"": ""600""}",none,0.803453,0.798346,0.950236,0.860233,0.860233,0.078637,0.5,default,0.13759788,0.13759788,"RF(class_weight=balanced,max_depth=20,min_samples_leaf=2,n_estimators=600)|w=none"
684,w2v,SW,,head,5000,1-1,w2v,"dim=100,window=5,epochs=5,min_count=1",mean_max,100,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""600""}",none,0.803433,0.798305,0.958942,0.920199,0.920199,0.073074,0.5,default,0.255,0.255,"RF(class_weight=balanced,max_depth=None,min_samples_leaf=1,n_estimators=600)|w=none"
685,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.803257,0.798251,0.863925,0.805174,0.798984,0.058434,0.5,default,0.15990862,0.15990862,"LogReg(C=1.0,class_weight=balanced)|w=none"
686,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",tfidf_mean,300,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.803195,0.799674,0.881921,0.790155,0.799649,0.036616,0.5,default,0.60132953,0.60132953,"LogReg(C=1.0,class_weight=balanced)|w=none"
687,w2v,SW,,head,5000,1-1,w2v,"dim=300,window=30,epochs=5,min_count=1",mean_max,300,LogReg,"{""C"": ""1.0"", ""class_weight"": ""balanced""}",none,0.8027,0.79777,0.856317,0.800982,0.800982,0.057149,0.5,default,0.25923738,0.25923738,"LogReg(C=1.0,class_weight=balanced)|w=none"
688,w2v,SW,,strided,20000,1-1,w2v,"dim=100,window=30,epochs=5,min_count=1",mean,100,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""600""}",none,0.802479,0.797407,0.966827,0.902457,0.902457,0.080007,0.5,default,0.14833333,0.14833333,"RF(class_weight=balanced,max_depth=None,min_samples_leaf=1,n_estimators=600)|w=none"
689,w2v,SW,,strided,20000,1-1,w2v,"dim=300,window=5,epochs=5,min_count=1",mean_max,300,RF,"{""class_weight"": ""balanced"", ""max_depth"": ""None"", ""min_samples_leaf"": ""1"", ""n_estimators"": ""600""}",none,0.802368,0.797303,0.976415,0.938486,0.938486,0.047073,0.5,default,0.245,0.245,"RF(class_weight=balanced,max_depth=None,min_samples_leaf=1,n_estimators=600)|w=none"
690,w2v,SW,,head,5000,1-1,w2v,"dim=200,window=10,epochs=10,min_count=5",mean_max,200,SVM-RBF,"{""C"": ""100.0"", ""class_weight"": ""balanced"", ""gamma"": ""scale""}",none,0.802339,0.797312,0.893177,0.869829,0.854442,0.09768,0.0,default,-0.88219048,-0.88219048,"SVM-RBF(C=100.0,class_weight=balanced,gamma=scale)|w=none"
